request_id,request_number,student_id,department_id,department_name,request_type,priority,status,assigned_admin_id,assigned_admin_name,created_at,resolved_at,processing_time_minutes,estimated_time_minutes,manual_steps_count,error_count,requires_manual_review,complexity_score,_day
1433,REQ-2432,10190,104,IT Support,Enrollment Letter,Low,Resolved,11,Rachael Hill,2024-10-02 12:00,2024-10-02 12:53,27,30,5,0,False,2,2024-10-02
1434,REQ-2433,15269,105,Student Services,Scholarship Verification,Medium,Approved,5,Samuel Richardson,2024-09-16 11:15,2024-09-16 12:37,53,60,10,3,True,5,2024-09-16
1435,REQ-2434,95439,106,Admissions,Fee Clarification,Medium,Rejected,6,Sheila Curry,2024-03-14 15:15,2024-03-14 16:37,63,55,10,2,True,5,2024-03-14
1436,REQ-2435,94929,107,International Office,Document Verification,Low,Approved,7,Andrew Carlson,2025-02-27 10:30,2025-02-27 12:05,70,65,12,1,True,5,2025-02-27
1437,REQ-2436,29125,103,Academic Affairs,Transcript Request,Medium,Resolved,10,Christopher Jones,2025-01-22 17:30,2025-01-22 19:06,56,40,7,0,False,3,2025-01-22
1438,REQ-2437,10400,103,Academic Affairs,Scholarship Verification,Critical,Approved,3,Debra Shaw,2025-11-12 12:45,2025-11-12 14:08,55,60,10,2,True,5,2025-11-12
1439,REQ-2438,28441,102,Finance,Hostel Allocation,High,Resolved,2,Christopher Baker,2024-03-02 16:30,2024-03-02 17:58,64,50,7,0,False,3,2024-03-02
1440,REQ-2439,68896,102,Finance,Course Add/Drop,Medium,Resolved,9,Timothy Ellis,2024-01-15 16:00,2024-01-15 17:18,48,35,6,0,False,3,2024-01-15
1441,REQ-2440,12247,107,International Office,Course Add/Drop,Medium,Pending,14,Michael Pearson,2025-02-03 13:15,2025-02-03 14:19,37,35,6,2,True,4,2025-02-03
1442,REQ-2441,43398,104,IT Support,Hostel Allocation,Low,Approved,4,Megan Mendoza,2025-07-18 17:15,2025-07-18 18:13,42,50,7,2,True,4,2025-07-18
1443,REQ-2442,42020,107,International Office,Course Add/Drop,Medium,Approved,14,Michael Pearson,2025-02-17 09:00,2025-02-17 09:43,28,35,6,5,True,4,2025-02-17
1444,REQ-2443,35351,105,Student Services,Hostel Allocation,Medium,Approved,5,Samuel Richardson,2024-06-01 09:30,2024-06-01 10:45,39,50,7,1,True,4,2024-06-01
1445,REQ-2444,88849,106,Admissions,Document Verification,High,Resolved,13,Monique Davis,2025-03-11 13:30,2025-03-11 15:28,87,65,12,0,True,5,2025-03-11
1446,REQ-2445,41610,104,IT Support,Document Verification,High,Approved,11,Rachael Hill,2025-10-01 12:15,2025-10-01 14:13,102,65,12,3,True,5,2025-10-01
1447,REQ-2446,15751,102,Finance,Hostel Allocation,Medium,Approved,9,Timothy Ellis,2025-07-29 09:00,2025-07-29 10:12,46,50,7,1,True,4,2025-07-29
1448,REQ-2447,58611,104,IT Support,Hostel Allocation,Low,Approved,4,Megan Mendoza,2024-04-15 17:45,2024-04-15 18:51,50,50,7,0,False,3,2024-04-15
1449,REQ-2448,37405,103,Academic Affairs,Leave Request,Low,Resolved,3,Debra Shaw,2025-08-24 15:00,2025-08-24 16:02,29,45,8,0,False,3,2025-08-24
1450,REQ-2449,31893,102,Finance,Transcript Request,Low,Approved,2,Christopher Baker,2024-04-05 13:15,2024-04-05 14:21,45,40,7,2,True,4,2024-04-05
1451,REQ-2450,85454,107,International Office,Hostel Allocation,High,Approved,7,Andrew Carlson,2025-02-25 14:00,2025-02-25 15:10,47,50,7,1,True,4,2025-02-25
1452,REQ-2451,84934,104,IT Support,Leave Request,Low,Pending,11,Rachael Hill,2024-12-31 16:15,2024-12-31 17:38,55,45,8,0,False,3,2024-12-31
1453,REQ-2452,48666,102,Finance,Course Add/Drop,Critical,Approved,2,Christopher Baker,2024-06-09 12:00,2024-06-09 13:04,48,35,6,1,True,4,2024-06-09
1454,REQ-2453,92199,106,Admissions,Leave Request,High,Approved,13,Monique Davis,2024-08-19 11:00,2024-08-19 11:59,28,45,8,0,False,3,2024-08-19
1455,REQ-2454,32950,102,Finance,Scholarship Verification,Critical,Approved,2,Christopher Baker,2024-06-11 16:45,2024-06-11 18:20,85,60,10,3,True,5,2024-06-11
1456,REQ-2455,31782,101,Registrar,Document Verification,High,Approved,1,Jason West,2024-08-04 10:15,2024-08-04 12:04,88,65,12,1,True,5,2024-08-04
1457,REQ-2456,68336,106,Admissions,ID Card Reissue,High,Resolved,13,Monique Davis,2025-04-08 11:15,2025-04-08 12:10,23,25,4,0,False,2,2025-04-08
1458,REQ-2457,21930,103,Academic Affairs,Transcript Request,Low,Rejected,3,Debra Shaw,2024-01-21 12:45,2024-01-21 14:10,59,40,7,1,True,4,2024-01-21
1459,REQ-2458,27723,101,Registrar,IT Support,Low,Rejected,1,Jason West,2025-12-18 17:00,2025-12-18 18:07,35,30,5,0,False,2,2025-12-18
1460,REQ-2459,54448,102,Finance,ID Card Reissue,Low,Rejected,2,Christopher Baker,2024-05-09 12:00,2024-05-09 12:30,16,25,4,0,False,2,2024-05-09
1461,REQ-2460,36909,103,Academic Affairs,Course Add/Drop,Medium,Resolved,10,Christopher Jones,2025-07-16 11:15,2025-07-16 12:16,42,35,6,2,True,4,2025-07-16
1462,REQ-2461,20506,106,Admissions,Fee Clarification,High,Resolved,6,Sheila Curry,2025-06-14 11:45,2025-06-14 13:03,58,55,10,1,True,5,2025-06-14
1463,REQ-2462,13172,102,Finance,Hostel Allocation,Low,Resolved,9,Timothy Ellis,2024-12-11 09:00,2024-12-11 10:37,68,50,7,0,False,3,2024-12-11
1464,REQ-2463,80651,103,Academic Affairs,Document Verification,High,Approved,3,Debra Shaw,2025-10-14 10:00,2025-10-14 11:43,77,65,12,2,True,5,2025-10-14
1465,REQ-2464,76062,107,International Office,Leave Request,High,Resolved,7,Andrew Carlson,2024-06-02 14:30,2024-06-02 15:39,31,45,8,1,True,4,2024-06-02
1466,REQ-2465,20040,103,Academic Affairs,Course Add/Drop,Medium,Rejected,3,Debra Shaw,2024-03-28 17:15,2024-03-28 18:13,29,35,6,0,False,3,2024-03-28
1467,REQ-2466,71251,107,International Office,IT Support,Low,Rejected,14,Michael Pearson,2025-05-28 09:30,2025-05-28 10:15,13,30,5,0,False,2,2025-05-28
1468,REQ-2467,57378,105,Student Services,Leave Request,High,Approved,5,Samuel Richardson,2024-01-03 13:15,2024-01-03 14:19,36,45,8,0,False,3,2024-01-03
1469,REQ-2468,52158,102,Finance,ID Card Reissue,High,Rejected,9,Timothy Ellis,2025-01-21 10:15,2025-01-21 10:47,10,25,4,0,False,2,2025-01-21
1470,REQ-2469,37252,103,Academic Affairs,Leave Request,Medium,Approved,10,Christopher Jones,2024-06-23 15:00,2024-06-23 16:26,60,45,8,0,False,3,2024-06-23
1471,REQ-2470,16158,105,Student Services,Scholarship Verification,Low,Approved,12,Fred Park,2025-09-24 14:00,2025-09-24 15:43,89,60,10,2,True,5,2025-09-24
1472,REQ-2471,94381,103,Academic Affairs,Scholarship Verification,Medium,Approved,3,Debra Shaw,2025-07-23 17:00,2025-07-23 19:02,89,60,10,7,True,5,2025-07-23
1473,REQ-2472,94900,104,IT Support,ID Card Reissue,Low,Approved,11,Rachael Hill,2024-09-11 17:15,2024-09-11 18:07,13,25,4,0,False,2,2024-09-11
1474,REQ-2473,32396,103,Academic Affairs,Scholarship Verification,High,Approved,3,Debra Shaw,2024-06-07 10:15,2024-06-07 12:02,71,60,10,2,True,5,2024-06-07
1475,REQ-2474,79248,103,Academic Affairs,Scholarship Verification,Critical,Resolved,3,Debra Shaw,2024-01-22 12:45,2024-01-22 14:21,76,60,10,2,True,5,2024-01-22
1476,REQ-2475,92789,101,Registrar,Fee Clarification,Critical,Pending,8,Angela Odonnell,2024-09-14 10:45,2024-09-14 11:56,53,55,10,2,True,5,2024-09-14
1477,REQ-2476,58371,103,Academic Affairs,IT Support,High,Resolved,10,Christopher Jones,2024-10-24 09:15,2024-10-24 10:24,27,30,5,0,False,2,2024-10-24
1478,REQ-2477,46672,106,Admissions,ID Card Reissue,High,Approved,6,Sheila Curry,2024-10-27 12:00,2024-10-27 12:48,26,25,4,0,False,2,2024-10-27
1479,REQ-2478,33390,105,Student Services,ID Card Reissue,High,Rejected,5,Samuel Richardson,2024-08-19 10:30,2024-08-19 11:24,25,25,4,0,False,2,2024-08-19
1480,REQ-2479,48191,106,Admissions,Transcript Request,Medium,Resolved,6,Sheila Curry,2025-04-21 09:30,2025-04-21 10:37,52,40,7,1,True,4,2025-04-21
1481,REQ-2480,39082,102,Finance,Fee Clarification,Medium,Approved,2,Christopher Baker,2024-12-29 12:30,2024-12-29 14:25,78,55,10,2,True,5,2024-12-29
1482,REQ-2481,36033,101,Registrar,Document Verification,Medium,Resolved,1,Jason West,2025-12-29 16:45,2025-12-29 18:54,104,65,12,7,True,5,2025-12-29
1483,REQ-2482,15139,101,Registrar,Enrollment Letter,Critical,Pending,1,Jason West,2025-05-19 12:15,2025-05-19 13:28,36,30,5,0,False,2,2025-05-19
1484,REQ-2483,75625,106,Admissions,Leave Request,Critical,Rejected,6,Sheila Curry,2024-03-26 17:45,2024-03-26 18:46,34,45,8,2,True,4,2024-03-26
1485,REQ-2484,53855,106,Admissions,ID Card Reissue,Critical,Rejected,6,Sheila Curry,2024-01-11 11:15,2024-01-11 12:20,35,25,4,0,False,2,2024-01-11
1486,REQ-2485,93471,105,Student Services,Document Verification,Critical,Approved,5,Samuel Richardson,2025-09-03 17:00,2025-09-03 18:56,82,65,12,2,True,5,2025-09-03
1487,REQ-2486,58222,106,Admissions,Course Add/Drop,High,Approved,13,Monique Davis,2025-09-02 10:45,2025-09-02 11:42,33,35,6,2,True,4,2025-09-02
1488,REQ-2487,40323,101,Registrar,IT Support,Critical,Approved,1,Jason West,2024-11-14 10:00,2024-11-14 10:49,32,30,5,0,False,2,2024-11-14
1489,REQ-2488,38257,104,IT Support,ID Card Reissue,Medium,Approved,11,Rachael Hill,2024-01-28 11:45,2024-01-28 12:20,19,25,4,0,False,2,2024-01-28
1490,REQ-2489,14781,102,Finance,Document Verification,High,Approved,9,Timothy Ellis,2024-10-08 14:30,2024-10-08 16:10,80,65,12,2,True,5,2024-10-08
1491,REQ-2490,66186,105,Student Services,IT Support,Critical,Pending,12,Fred Park,2024-02-13 14:00,2024-02-13 14:59,37,30,5,0,False,2,2024-02-13
1492,REQ-2491,17259,105,Student Services,Leave Request,Medium,Resolved,5,Samuel Richardson,2024-04-29 11:45,2024-04-29 12:55,64,45,8,1,True,4,2024-04-29
1493,REQ-2492,51992,104,IT Support,Transcript Request,Medium,Rejected,11,Rachael Hill,2025-09-14 10:00,2025-09-14 10:52,31,40,7,1,True,4,2025-09-14
1494,REQ-2493,67178,102,Finance,Document Verification,Low,Rejected,2,Christopher Baker,2024-09-17 14:30,2024-09-17 16:31,102,65,12,1,True,5,2024-09-17
1495,REQ-2494,15287,106,Admissions,Hostel Allocation,Low,Approved,13,Monique Davis,2025-03-10 17:15,2025-03-10 18:40,58,50,7,0,False,3,2025-03-10
1496,REQ-2495,97439,103,Academic Affairs,Fee Clarification,Medium,Rejected,3,Debra Shaw,2025-06-24 16:15,2025-06-24 18:04,85,55,10,6,True,5,2025-06-24
1497,REQ-2496,12366,101,Registrar,Scholarship Verification,Low,Approved,1,Jason West,2024-08-27 14:00,2024-08-27 15:06,57,60,10,3,True,5,2024-08-27
1498,REQ-2497,86401,103,Academic Affairs,ID Card Reissue,Medium,Pending,3,Debra Shaw,2024-10-23 13:15,2024-10-23 14:05,23,25,4,0,False,2,2024-10-23
1499,REQ-2498,80158,107,International Office,Scholarship Verification,High,Approved,14,Michael Pearson,2025-10-01 15:30,2025-10-01 17:14,83,60,10,4,True,5,2025-10-01
1500,REQ-2499,84643,104,IT Support,Enrollment Letter,Medium,Resolved,4,Megan Mendoza,2024-05-30 14:00,2024-05-30 14:48,34,30,5,0,False,2,2024-05-30
1501,REQ-2500,83380,102,Finance,IT Support,Low,Approved,2,Christopher Baker,2024-07-08 12:30,2024-07-08 13:32,29,30,5,0,False,2,2024-07-08
1502,REQ-2501,64749,105,Student Services,Scholarship Verification,Low,Rejected,5,Samuel Richardson,2025-07-25 16:15,2025-07-25 17:49,57,60,10,2,True,5,2025-07-25
1503,REQ-2502,57422,102,Finance,Hostel Allocation,Medium,Resolved,2,Christopher Baker,2024-11-12 17:15,2024-11-12 18:38,61,50,7,0,False,3,2024-11-12
1504,REQ-2503,84221,102,Finance,ID Card Reissue,Critical,Pending,2,Christopher Baker,2024-10-18 09:30,2024-10-18 10:32,23,25,4,0,False,2,2024-10-18
1505,REQ-2504,82170,101,Registrar,Transcript Request,Critical,Approved,1,Jason West,2025-02-19 14:15,2025-02-19 15:20,26,40,7,2,True,4,2025-02-19
1506,REQ-2505,22878,104,IT Support,Enrollment Letter,Medium,Resolved,11,Rachael Hill,2025-02-20 10:15,2025-02-20 11:06,29,30,5,0,False,2,2025-02-20
1507,REQ-2506,29523,107,International Office,Fee Clarification,Medium,Approved,14,Michael Pearson,2025-08-08 14:00,2025-08-08 14:47,28,55,10,5,True,5,2025-08-08
1508,REQ-2507,10128,107,International Office,Enrollment Letter,Low,Resolved,14,Michael Pearson,2025-06-05 13:00,2025-06-05 13:43,33,30,5,0,False,2,2025-06-05
1509,REQ-2508,19837,104,IT Support,ID Card Reissue,Low,Rejected,11,Rachael Hill,2025-02-02 10:00,2025-02-02 10:48,16,25,4,0,False,2,2025-02-02
1510,REQ-2509,46601,107,International Office,Fee Clarification,Low,Resolved,14,Michael Pearson,2024-01-27 09:00,2024-01-27 10:37,64,55,10,2,True,5,2024-01-27
1511,REQ-2510,78394,106,Admissions,Course Add/Drop,Medium,Resolved,6,Sheila Curry,2024-11-25 09:45,2024-11-25 10:50,23,35,6,1,True,4,2024-11-25
1512,REQ-2511,12204,104,IT Support,Enrollment Letter,Critical,Approved,11,Rachael Hill,2025-10-04 11:00,2025-10-04 11:58,35,30,5,0,False,2,2025-10-04
1513,REQ-2512,63955,104,IT Support,Hostel Allocation,Medium,Approved,11,Rachael Hill,2025-02-04 11:00,2025-02-04 12:09,46,50,7,1,True,4,2025-02-04
1514,REQ-2513,60393,102,Finance,Enrollment Letter,Low,Resolved,9,Timothy Ellis,2024-01-20 17:00,2024-01-20 18:17,34,30,5,0,False,2,2024-01-20
1515,REQ-2514,69489,105,Student Services,IT Support,Medium,Approved,5,Samuel Richardson,2024-09-26 09:45,2024-09-26 10:16,16,30,5,0,False,2,2024-09-26
1516,REQ-2515,20374,102,Finance,Document Verification,Critical,Rejected,9,Timothy Ellis,2025-01-01 11:15,2025-01-01 12:28,45,65,12,2,True,5,2025-01-01
1517,REQ-2516,65299,102,Finance,Leave Request,Medium,Approved,2,Christopher Baker,2025-11-25 10:00,2025-11-25 10:44,34,45,8,1,True,4,2025-11-25
1518,REQ-2517,68653,106,Admissions,ID Card Reissue,Low,Approved,13,Monique Davis,2024-05-15 16:45,2024-05-15 17:26,13,25,4,0,False,2,2024-05-15
1519,REQ-2518,48537,103,Academic Affairs,ID Card Reissue,Low,Resolved,10,Christopher Jones,2024-09-27 09:15,2024-09-27 09:41,10,25,4,0,False,2,2024-09-27
1520,REQ-2519,23318,104,IT Support,Document Verification,Critical,Approved,11,Rachael Hill,2024-10-18 09:15,2024-10-18 11:30,110,65,12,2,True,5,2024-10-18
1521,REQ-2520,31165,105,Student Services,Hostel Allocation,Low,Approved,5,Samuel Richardson,2024-05-25 16:45,2024-05-25 17:41,41,50,7,2,True,4,2024-05-25
1522,REQ-2521,74396,107,International Office,Hostel Allocation,Critical,Rejected,7,Andrew Carlson,2024-04-14 12:30,2024-04-14 13:52,59,50,7,0,False,3,2024-04-14
1523,REQ-2522,51738,107,International Office,Fee Clarification,Critical,Rejected,14,Michael Pearson,2024-08-25 17:15,2024-08-25 18:44,65,55,10,3,True,5,2024-08-25
1524,REQ-2523,93447,103,Academic Affairs,Leave Request,Critical,Rejected,3,Debra Shaw,2025-08-09 16:00,2025-08-09 17:35,50,45,8,2,True,4,2025-08-09
1525,REQ-2524,77931,106,Admissions,Scholarship Verification,Medium,Pending,6,Sheila Curry,2025-04-09 16:00,2025-04-09 17:23,51,60,10,3,True,5,2025-04-09
1526,REQ-2525,92467,103,Academic Affairs,Leave Request,High,Approved,3,Debra Shaw,2025-01-20 17:15,2025-01-20 18:34,51,45,8,1,True,4,2025-01-20
1527,REQ-2526,68626,106,Admissions,Transcript Request,Low,Rejected,6,Sheila Curry,2024-03-29 15:30,2024-03-29 17:06,67,40,7,2,True,4,2024-03-29
1528,REQ-2527,62157,104,IT Support,Course Add/Drop,Critical,Approved,4,Megan Mendoza,2024-03-15 17:15,2024-03-15 18:10,30,35,6,1,True,4,2024-03-15
1529,REQ-2528,14952,101,Registrar,Enrollment Letter,High,Resolved,8,Angela Odonnell,2024-08-28 15:30,2024-08-28 16:04,24,30,5,0,False,2,2024-08-28
1530,REQ-2529,49077,105,Student Services,Leave Request,High,Resolved,5,Samuel Richardson,2025-11-09 17:45,2025-11-09 18:54,40,45,8,1,True,4,2025-11-09
1531,REQ-2530,70015,105,Student Services,Enrollment Letter,Low,Rejected,5,Samuel Richardson,2025-10-24 10:30,2025-10-24 11:12,12,30,5,0,False,2,2025-10-24
1532,REQ-2531,96078,101,Registrar,Hostel Allocation,Medium,Approved,8,Angela Odonnell,2024-07-02 12:45,2024-07-02 14:31,75,50,7,1,True,4,2024-07-02
1533,REQ-2532,70477,105,Student Services,Leave Request,Critical,Resolved,12,Fred Park,2024-10-08 15:00,2024-10-08 16:11,41,45,8,0,False,3,2024-10-08
1534,REQ-2533,30173,105,Student Services,Enrollment Letter,Medium,Resolved,12,Fred Park,2025-01-28 17:15,2025-01-28 18:19,30,30,5,0,False,2,2025-01-28
1535,REQ-2534,91946,105,Student Services,Transcript Request,Medium,Approved,5,Samuel Richardson,2025-05-20 09:30,2025-05-20 10:25,38,40,7,0,False,3,2025-05-20
1536,REQ-2535,69852,101,Registrar,Transcript Request,Low,Approved,8,Angela Odonnell,2024-01-31 14:45,2024-01-31 16:05,40,40,7,1,True,4,2024-01-31
1537,REQ-2536,78627,106,Admissions,Leave Request,Critical,Approved,6,Sheila Curry,2024-06-20 13:15,2024-06-20 14:38,57,45,8,0,False,3,2024-06-20
1538,REQ-2537,27445,105,Student Services,Hostel Allocation,High,Approved,12,Fred Park,2024-07-19 11:30,2024-07-19 12:33,44,50,7,1,True,4,2024-07-19
1539,REQ-2538,99714,107,International Office,Scholarship Verification,High,Approved,7,Andrew Carlson,2024-07-18 17:00,2024-07-18 18:58,91,60,10,4,True,5,2024-07-18
1540,REQ-2539,87217,105,Student Services,IT Support,Medium,Approved,12,Fred Park,2025-05-09 11:30,2025-05-09 12:11,19,30,5,0,False,2,2025-05-09
1541,REQ-2540,94649,103,Academic Affairs,Fee Clarification,Critical,Approved,10,Christopher Jones,2024-04-14 12:00,2024-04-14 13:16,48,55,10,2,True,5,2024-04-14
1542,REQ-2541,47657,103,Academic Affairs,ID Card Reissue,High,Resolved,10,Christopher Jones,2025-07-26 14:00,2025-07-26 15:01,22,25,4,0,False,2,2025-07-26
1543,REQ-2542,16145,101,Registrar,Fee Clarification,Medium,Rejected,1,Jason West,2024-11-09 10:00,2024-11-09 11:45,82,55,10,2,True,5,2024-11-09
1544,REQ-2543,50315,107,International Office,ID Card Reissue,Low,Approved,14,Michael Pearson,2025-08-18 12:30,2025-08-18 13:06,28,25,4,0,False,2,2025-08-18
1545,REQ-2544,57986,103,Academic Affairs,Transcript Request,Medium,Resolved,10,Christopher Jones,2024-04-20 14:30,2024-04-20 15:25,41,40,7,2,True,4,2024-04-20
1546,REQ-2545,44832,104,IT Support,Scholarship Verification,Medium,Pending,4,Megan Mendoza,2024-08-31 15:45,2024-08-31 17:29,88,60,10,2,True,5,2024-08-31
1547,REQ-2546,25992,103,Academic Affairs,Document Verification,Critical,Rejected,3,Debra Shaw,2024-02-06 14:15,2024-02-06 15:44,58,65,12,2,True,5,2024-02-06
1548,REQ-2547,79046,101,Registrar,ID Card Reissue,High,Resolved,1,Jason West,2025-05-04 09:30,2025-05-04 10:02,12,25,4,0,False,2,2025-05-04
1549,REQ-2548,86489,102,Finance,Scholarship Verification,Critical,Resolved,2,Christopher Baker,2024-12-04 17:45,2024-12-04 19:36,92,60,10,2,True,5,2024-12-04
1550,REQ-2549,54208,105,Student Services,Hostel Allocation,High,Approved,12,Fred Park,2024-10-13 13:15,2024-10-13 14:36,57,50,7,1,True,4,2024-10-13
1551,REQ-2550,47753,106,Admissions,ID Card Reissue,Medium,Resolved,13,Monique Davis,2025-08-25 15:30,2025-08-25 16:31,21,25,4,0,False,2,2025-08-25
1552,REQ-2551,10820,102,Finance,ID Card Reissue,Low,Approved,9,Timothy Ellis,2025-09-21 10:00,2025-09-21 11:08,40,25,4,0,False,2,2025-09-21
1553,REQ-2552,25169,102,Finance,Leave Request,High,Resolved,9,Timothy Ellis,2025-01-16 12:15,2025-01-16 13:10,41,45,8,3,True,4,2025-01-16
1554,REQ-2553,92969,101,Registrar,Transcript Request,Critical,Approved,1,Jason West,2024-01-06 14:30,2024-01-06 15:27,36,40,7,1,True,4,2024-01-06
1555,REQ-2554,60209,106,Admissions,ID Card Reissue,Critical,Rejected,6,Sheila Curry,2025-11-29 10:30,2025-11-29 11:23,30,25,4,0,False,2,2025-11-29
1556,REQ-2555,48360,105,Student Services,Enrollment Letter,Critical,Resolved,12,Fred Park,2024-05-27 16:15,2024-05-27 17:10,23,30,5,0,False,2,2024-05-27
1557,REQ-2556,19121,106,Admissions,IT Support,Medium,Pending,6,Sheila Curry,2024-05-12 14:15,2024-05-12 15:13,33,30,5,0,False,2,2024-05-12
1558,REQ-2557,94560,106,Admissions,IT Support,Low,Approved,6,Sheila Curry,2024-05-16 12:00,2024-05-16 12:44,29,30,5,0,False,2,2024-05-16
1559,REQ-2558,74164,105,Student Services,Course Add/Drop,Medium,Approved,5,Samuel Richardson,2024-03-01 15:00,2024-03-01 16:14,51,35,6,0,False,3,2024-03-01
1560,REQ-2559,97183,106,Admissions,Fee Clarification,Critical,Resolved,13,Monique Davis,2024-12-19 09:15,2024-12-19 10:44,57,55,10,2,True,5,2024-12-19
1561,REQ-2560,83667,107,International Office,IT Support,High,Pending,7,Andrew Carlson,2024-12-24 16:45,2024-12-24 17:34,26,30,5,0,False,2,2024-12-24
1562,REQ-2561,97789,102,Finance,Hostel Allocation,Critical,Rejected,9,Timothy Ellis,2024-06-07 09:30,2024-06-07 10:51,53,50,7,3,True,4,2024-06-07
1563,REQ-2562,94596,106,Admissions,Scholarship Verification,Critical,Pending,6,Sheila Curry,2024-04-14 15:00,2024-04-14 16:59,87,60,10,5,True,5,2024-04-14
1564,REQ-2563,83988,101,Registrar,IT Support,Medium,Resolved,8,Angela Odonnell,2025-12-04 12:15,2025-12-04 13:45,46,30,5,0,False,2,2025-12-04
1565,REQ-2564,52854,103,Academic Affairs,Leave Request,Low,Resolved,3,Debra Shaw,2024-06-25 11:15,2024-06-25 12:43,65,45,8,0,False,3,2024-06-25
1566,REQ-2565,80800,102,Finance,Course Add/Drop,Medium,Resolved,2,Christopher Baker,2024-08-30 11:30,2024-08-30 13:01,53,35,6,0,False,3,2024-08-30
1567,REQ-2566,74631,105,Student Services,Transcript Request,Medium,Rejected,12,Fred Park,2024-09-30 15:00,2024-09-30 16:47,64,40,7,0,False,3,2024-09-30
1568,REQ-2567,75289,107,International Office,IT Support,Low,Rejected,14,Michael Pearson,2024-10-23 12:00,2024-10-23 12:55,32,30,5,0,False,2,2024-10-23
1569,REQ-2568,42307,104,IT Support,IT Support,Critical,Approved,11,Rachael Hill,2024-01-03 11:15,2024-01-03 12:18,42,30,5,0,False,2,2024-01-03
1570,REQ-2569,78019,104,IT Support,ID Card Reissue,Medium,Pending,4,Megan Mendoza,2024-08-07 16:30,2024-08-07 17:14,17,25,4,0,False,2,2024-08-07
1571,REQ-2570,17115,102,Finance,IT Support,Medium,Resolved,2,Christopher Baker,2025-11-22 10:15,2025-11-22 11:19,36,30,5,0,False,2,2025-11-22
1572,REQ-2571,84569,101,Registrar,IT Support,Critical,Rejected,1,Jason West,2024-09-28 17:45,2024-09-28 18:37,17,30,5,0,False,2,2024-09-28
1573,REQ-2572,17979,106,Admissions,Transcript Request,Low,Rejected,6,Sheila Curry,2025-12-10 14:30,2025-12-10 15:30,43,40,7,2,True,4,2025-12-10
1574,REQ-2573,70321,101,Registrar,Fee Clarification,Low,Approved,8,Angela Odonnell,2024-11-05 12:45,2024-11-05 14:29,79,55,10,2,True,5,2024-11-05
1575,REQ-2574,86923,107,International Office,Transcript Request,High,Approved,7,Andrew Carlson,2024-08-03 10:00,2024-08-03 11:22,53,40,7,1,True,4,2024-08-03
1576,REQ-2575,10643,101,Registrar,Leave Request,Critical,Resolved,8,Angela Odonnell,2024-07-22 16:30,2024-07-22 17:34,52,45,8,0,False,3,2024-07-22
1577,REQ-2576,29782,101,Registrar,Hostel Allocation,Medium,Approved,1,Jason West,2025-12-04 16:00,2025-12-04 16:57,45,50,7,2,True,4,2025-12-04
1578,REQ-2577,25095,102,Finance,Document Verification,Low,Approved,2,Christopher Baker,2024-04-30 16:45,2024-04-30 19:07,99,65,12,2,True,5,2024-04-30
1579,REQ-2578,14183,101,Registrar,Document Verification,Critical,Resolved,8,Angela Odonnell,2025-02-16 10:15,2025-02-16 11:15,49,65,12,2,True,5,2025-02-16
1580,REQ-2579,38061,106,Admissions,IT Support,Low,Resolved,13,Monique Davis,2025-11-08 17:45,2025-11-08 18:37,34,30,5,0,False,2,2025-11-08
1581,REQ-2580,69682,105,Student Services,Course Add/Drop,High,Resolved,5,Samuel Richardson,2025-03-17 15:30,2025-03-17 16:48,50,35,6,1,True,4,2025-03-17
1582,REQ-2581,99527,101,Registrar,ID Card Reissue,Critical,Resolved,1,Jason West,2024-10-15 11:00,2024-10-15 11:54,38,25,4,0,False,2,2024-10-15
1583,REQ-2582,12243,102,Finance,ID Card Reissue,Medium,Approved,9,Timothy Ellis,2024-01-09 14:15,2024-01-09 15:29,46,25,4,0,False,2,2024-01-09
1584,REQ-2583,12239,103,Academic Affairs,Transcript Request,Low,Rejected,10,Christopher Jones,2024-03-08 09:15,2024-03-08 10:17,42,40,7,0,False,3,2024-03-08
1585,REQ-2584,58062,104,IT Support,Fee Clarification,Critical,Approved,4,Megan Mendoza,2024-05-25 13:15,2024-05-25 14:50,66,55,10,3,True,5,2024-05-25
1586,REQ-2585,73157,107,International Office,Course Add/Drop,Low,Approved,7,Andrew Carlson,2024-08-05 09:30,2024-08-05 10:17,17,35,6,1,True,4,2024-08-05
1587,REQ-2586,31804,101,Registrar,Scholarship Verification,Low,Approved,8,Angela Odonnell,2025-09-20 11:45,2025-09-20 13:15,61,60,10,3,True,5,2025-09-20
1588,REQ-2587,46883,106,Admissions,Hostel Allocation,Low,Approved,6,Sheila Curry,2025-03-17 15:00,2025-03-17 16:16,51,50,7,0,False,3,2025-03-17
1589,REQ-2588,12209,103,Academic Affairs,Transcript Request,High,Approved,10,Christopher Jones,2024-06-11 09:15,2024-06-11 09:51,21,40,7,2,True,4,2024-06-11
1590,REQ-2589,55617,104,IT Support,Scholarship Verification,High,Rejected,11,Rachael Hill,2025-01-12 15:30,2025-01-12 16:28,40,60,10,3,True,5,2025-01-12
1591,REQ-2590,10358,104,IT Support,Course Add/Drop,Low,Rejected,4,Megan Mendoza,2024-09-09 13:45,2024-09-09 14:43,46,35,6,1,True,4,2024-09-09
1592,REQ-2591,64076,105,Student Services,Leave Request,Medium,Resolved,5,Samuel Richardson,2024-05-01 17:00,2024-05-01 17:55,43,45,8,0,False,3,2024-05-01
